ID	TEXT	INTENT
26089	will it rain all week	weather/find
26090	Set reminder to take out the trash at 6pm every day.	reminder/set_reminder
26091	Is it supposed to be sunny this afternoon?	weather/find
26092	is it supposed to snow tomorrow	weather/find
26093	What time will it rain today?	weather/find
26094	Set my alarm for 8am Pacific Standard Time	alarm/set_alarm
26095	should I wear a coat	weather/find
26096	what is the temperature in Marshalltown today	weather/find
26097	How hot will it be tomorrow afternoon?	weather/find
26098	do i need a sweater tomorrow	weather/find
26099	How hot is it going to be?	weather/find
26100	Set reminder to check into my flight.	reminder/set_reminder
26101	Switch my morning alarm from 6 am to 7:15 am.	alarm/modify_alarm
26102	how much snow is expected?	weather/find
26103	What time will the alarm go off?	alarm/show_alarms
26104	How many inches of snow are expected today	weather/find
26105	Tell me my weekly forecast	weather/find
26106	Reset alarm	alarm/cancel_alarm
26107	cancel reminder for 3pm today	reminder/cancel_reminder
26108	set reminder for doctors appointment monday at 2	reminder/set_reminder
26109	Remind me to pick up my order tonight.	reminder/set_reminder
26110	How windy is it expected to be?	weather/find
26111	what is the lowest temperature this night? 	weather/find
26112	set a alarm for 4 hours from now	alarm/set_alarm
26113	Show all alarms	alarm/show_alarms
26114	Set an alarm for every hour from 7:00 AM until 9:00 PM.	alarm/set_alarm
26115	remind me to feed dog everyday at 3pm	reminder/set_reminder
26116	will it rain this friday	weather/find
26117	make an alarm for 8 pm tonight	alarm/set_alarm
26118	is it sleeting outside	weather/find
26119	is it going to be sunny today	weather/find
26120	Turn off reminders	reminder/cancel_reminder
26121	Remind me to buy milk when I get to the supermarket	reminder/set_reminder
26122	remind me to take my medicine every day at 7 a.m.	reminder/set_reminder
26123	tomorrow at 7 pm remind me to watch my show	reminder/set_reminder
26124	Tell me the weather forecast.	weather/find
26125	Remind me to pick up friend from the airport Tuesday at 4pm	reminder/set_reminder
26126	What's the weather like in Atlanta, GA?	weather/find
26127	Remind me to finish my work today	reminder/set_reminder
26128	Is it raining by my office	weather/find
26129	Is it humid in Miami ?	weather/find
26130	is it raining in Miami	weather/find
26131	cancel all alarms	alarm/cancel_alarm
26132	How hot will it get today	weather/find
26133	set reminder to call work back at 8 am	reminder/set_reminder
26134	Remind me of nephews recital next Tuesday at 7	reminder/set_reminder
26135	What will the weather be like tomorrow?	weather/find
26136	Will I need an umbrella next Friday?	weather/find
26137	Is it going to rain in Nashville this weekend?	weather/find
26138	cancel my alarm for tomorrow morning	alarm/cancel_alarm
26139	what is the expected low tonight	weather/find
26140	how hot is it outside	weather/find
26141	Cancel all alarms.	alarm/cancel_alarm
26142	How cold is it in Alaska	weather/find
26143	Set an alarm for 8AM tomorrow	alarm/set_alarm
26144	Is it cold enough to snow?	weather/find
26145	Remind me to go to Chilis after work.	reminder/set_reminder
26146	remind me to see the doctor on monday by 7 pm	reminder/set_reminder
26147	What is the forecast for this weekend?	weather/find
26148	Add a new alarm to remind me to take the dog to the vet	alarm/set_alarm
26149	set an alarm for 4:00 AM	alarm/set_alarm
26150	Do I need an umbrella today	weather/find
26151	What is the current temperature?	weather/find
26152	cancel all alarms for next week	alarm/cancel_alarm
26153	set the alarm at the end of the 45 minutes period	alarm/set_alarm
26154	what time is my alarm set for?	alarm/show_alarms
26155	do i have any reminders set	reminder/show_reminders
26156	How many inches of snow are expected today?	weather/find
26157	What alarms are set?	alarm/show_alarms
26158	turn today's alarm on	alarm/set_alarm
26159	Are there any weather-related warnings?	weather/find
26160	When is the next time it will rain? 	weather/find
26161	Is it going to rain this Tuesday 	weather/find
26162	When is it going to rain?	weather/find
26163	Remind me to pay water bill.	reminder/set_reminder
26164	Cancel all my reminders for tomorrow	reminder/cancel_reminder
26165	should i bring an umbrella tomorrow	weather/find
26166	Do I need sunscreen today?	weather/find
26167	How much will it rain this week?	weather/find
26168	What is the dewpoint outside right now	weather/find
26169	What are the chances of snow today ?	weather/find
26170	Turn on alarm	alarm/set_alarm
26171	Set alarm for 11 pm tonight	alarm/set_alarm
26172	Remind me that I need to pick up the kids at 4.	reminder/set_reminder
26173	what is the weather	weather/find
26174	Add new alarm for tomorrow	alarm/set_alarm
26175	is there going to be rain storm tonight?	weather/find
26176	Do I need a sweater tomorrow?	weather/find
26177	What is the weather in Ashland?	weather/find
26178	Set an alarm to go off at this time tomorrow.	alarm/set_alarm
26179	Turn off tomorrow's alarm please.	alarm/cancel_alarm
26180	Will it be sunny all day?	weather/find
26181	what is the temperature in Rock Hill?	weather/find
26182	remind me to call John tomorrow	reminder/set_reminder
26183	Remind me to reschedule the doctor's appointment	reminder/set_reminder
26184	What is the temperature high today?	weather/find
26185	is it hot today?	weather/find
26186	what's today's heat index	weather/find
26187	Set alarm for 3pm daily	alarm/set_alarm
26188	repeat alarm monday through friday only	alarm/modify_alarm
26189	Will it rain today?	weather/find
26190	What is the temperature outside right now?	weather/find
26191	set a reminder to turn off the air conditioning at 10am	reminder/set_reminder
26192	What's the current temperature in Anchorage?	weather/find
26193	Set an alarm for 6am in the morning	alarm/set_alarm
26194	do i need an umbrella	weather/find
26195	Is it going to be cold today?	weather/find
26196	remind me to stop at the store tonight	reminder/set_reminder
26197	What is the current temperature today?	weather/find
26198	cancel that reminder for the oil change	reminder/cancel_reminder
26199	what is the temperature in New Zealand for tomorrow	weather/find
26200	remind me to buy cheese	reminder/set_reminder
26201	snooze alarm every 5 minutes	alarm/snooze_alarm
26202	Need alarm for 9 a.m.	alarm/set_alarm
26203	create a reminder at 9am on thursday to mail birthday card	reminder/set_reminder
26204	Report weather.	weather/find
26205	remind me to buy water tonight at the grocery store	reminder/set_reminder
26206	Do I have any reminders for tomorrow?	reminder/show_reminders
26207	set an alarm for every thirty minutes for two hours.	alarm/set_alarm
26208	Open active alarm	alarm/show_alarms
26209	What is the lowest temperature in Alaska?	weather/find
26210	Set alarm for 10 pm for the cookies	alarm/set_alarm
26211	What alarms do I have set?	alarm/show_alarms
26212	What is the weather going to be like in Austin today	weather/find
26213	set an alarm for noon	alarm/set_alarm
26214	Is it raining at home ?	weather/find
26215	Is it raining in London?	weather/find
26216	Is it going to be humid tomorrow?	weather/find
26217	when will it be cloudy	weather/find
26218	change 9 am alarm to 930 am	alarm/modify_alarm
26219	is it going to rain in NJ?	weather/find
26220	Do I need gloves today?	weather/find
26221	What alarm do I have set?	alarm/show_alarms
26222	Cancel my reminders for today please	reminder/cancel_reminder
26223	Is there a thunder storm coming?	weather/find
26224	What is the temperature in Silver Spring?	weather/find
26225	Do I need rain boots tomorrow?	weather/find
26226	Hey Bot! Please modify the alarm for Saturday.	alarm/modify_alarm
26227	Set an alarm for noon tomorrow	alarm/set_alarm
26228	Is it raining in Seattle?	weather/find
26229	Delete all reminders for Christmas.	reminder/cancel_reminder
26230	remind me to stop at the bank tomorrow	reminder/set_reminder
26231	Forecast for one hour	weather/find
26232	What's the current UV index?	weather/find
26233	Cancel morning alarm	alarm/cancel_alarm
26234	Cancel my reminder to buy a new dress	reminder/cancel_reminder
26235	Can you snooze the alarm for 10 minutes	alarm/snooze_alarm
26236	Remind me to place amazon order	reminder/set_reminder
26237	how hot does it get in Russia? 	weather/find
26238	Remind me to turn in my timesheet on the second and fourth Friday each month.	reminder/set_reminder
26239	Set alarm for 7 am Sunday	alarm/set_alarm
26240	Is it cold in Alaska this week	weather/find
26241	How many reminders do I have	reminder/show_reminders
26242	what's the weather today in my location	weather/find
26243	Will it be hot today?	weather/find
26244	What is the weather going to be like today? 	weather/find
26245	how many alarms do I have setup?	alarm/show_alarms
26246	Set the alarm for 1 am tomorrow.	alarm/set_alarm
26247	How cold is it expecting to get tonight?	weather/find
26248	What is the long range forecast for Phoenix	weather/find
26249	Remind my to take out the trash in 15 minutes	reminder/set_reminder
26250	What is the weather right now in hawaii	weather/find
26251	snooze alarm for 5 minutes	alarm/snooze_alarm
26252	Is Overland Park getting snow on Thursday? 	weather/find
26253	Remind me when it is Mother's Day	reminder/set_reminder
26254	set a alarm for six am tomorrow.	alarm/set_alarm
26255	Do I need a coat today?	weather/find
26256	What is the weather today in France?	weather/find
26257	give me weather forecast for today in charlotte nc	weather/find
26258	What's the UV Index look like for tomorrow?	weather/find
26259	Remind me at noon on Wednesday to make a doctors appointment.	reminder/set_reminder
26260	How long before this heat subsidies 	weather/find
26261	Cancel my reminder to stop at Redbox.	reminder/cancel_reminder
26262	How hot will it be on Tuesday?	weather/find
26263	Remind me to visit the dentist Monday morning at 7	reminder/set_reminder
26264	chance of rain percentage tomorrow?	weather/find
26265	cancel my reminders	reminder/cancel_reminder
26266	is it hot today	weather/find
26267	Show all my cancelled reminders	reminder/show_reminders
26268	schedule alarm for 6 am	alarm/set_alarm
26269	shut off alarm	alarm/cancel_alarm
26270	I want to call Betty for dinner on Saturday. Can you remind me to call her at 11 am today?	reminder/set_reminder
26271	What is the weather like in Dallas, Texas today?	weather/find
26272	How many inches of snow are we slated to get?	weather/find
26273	Show me todays reminders	reminder/show_reminders
26274	Remind me to send that email when I get to work	reminder/set_reminder
26275	remind me to send an email	reminder/set_reminder
26276	Remind me 2 days before Julies birthday	reminder/set_reminder
26277	cancel the alarm for 6pm	alarm/cancel_alarm
26278	Cancel my alarm for tomorrow morning.	alarm/cancel_alarm
26279	set alarm for 9 am tomorrow	alarm/set_alarm
26280	set an alarm for 4 am	alarm/set_alarm
26281	Set a reminder for tomorrow for the lunch date	reminder/set_reminder
26282	Give me the weather	weather/find
26283	Cancel reminder for to get eggs.	reminder/cancel_reminder
26284	Set an alarm every 5 minutes for an hour.	alarm/set_alarm
26285	weather in phoenix	weather/find
26286	create a reminder tomorrow at 3pm to call stacie before leaving	reminder/set_reminder
26287	what is the weather this afternoon	weather/find
26288	set the alarm to wake me up in one hour	alarm/set_alarm
26289	What's today's high?	weather/find
26290	Remind me to call wife at 5 pm	reminder/set_reminder
26291	Turn alarm off Saturday and Sunday	alarm/cancel_alarm
26292	weather now	weather/find
26293	Remind me to take Max to the dog groomer	reminder/set_reminder
26294	Do I need gloves today	weather/find
26295	Remind me to set alarm.	reminder/set_reminder
26296	what is the high temperature in Arizona today	weather/find
26297	cancel all active alarms	alarm/cancel_alarm
26298	create a reminder about toby's birthday	reminder/set_reminder
26299	make a reminder to bring my computer to work	reminder/set_reminder
26300	Remind me to go to the doctors at 10am tomorrow.	reminder/set_reminder
26301	reminder karate at 5:15 on Thurs	reminder/set_reminder
26302	Is it raining in Tomball?	weather/find
26303	set reminder for flight tomorrow at 7pm	reminder/set_reminder
26304	show today's alarms	alarm/show_alarms
26305	Set a reminder to check the cake in the oven 25 minutes from now.	reminder/set_reminder
26306	Is there a tide warning at Condado Beach today?	weather/find
26307	what reminders are set	reminder/show_reminders
26308	Time for rain today.	weather/find
26309	cancel all alarms	alarm/cancel_alarm
26310	delete my alarms please	alarm/cancel_alarm
26311	can you cancel all of my current alarms	alarm/cancel_alarm
26312	Remind me to stop at the grocery store at 5 pm	reminder/set_reminder
26313	set an alarm for 11 pm tonight	alarm/set_alarm
26314	Will it rain	weather/find
26315	Do I have an alarm set for Monday morning?	alarm/show_alarms
26316	Are there any pending reminders today coming up?	reminder/show_reminders
26317	Cancel next alarm	alarm/cancel_alarm
26318	Cancel all alarms	alarm/cancel_alarm
26319	Put the alarm on snooze	alarm/snooze_alarm
26320	remind me to send this mail	reminder/set_reminder
26321	Remind me for my kids swimming by 5 pm	reminder/set_reminder
26322	show all my reminders for this week	reminder/show_reminders
26323	When is the fog supposed to burn off?	weather/find
26324	When will it rain today?	weather/find
26325	Should I take an umbrella with me on the bus?	weather/find
26326	set a reminder for my dermatologist appointment at 10 am tuesday	reminder/set_reminder
26327	What is the humidity level in Texas?	weather/find
26328	what are my reminders	reminder/show_reminders
26329	Will it be hotter than 90 degrees today?	weather/find
26330	Remind me to call Janet on Thursday	reminder/set_reminder
26331	Remind me to buy a birthday card after work	reminder/set_reminder
26332	can you find how i set my alarm	alarm/show_alarms
26333	Is it snowing today?	weather/find
26334	How cool does it get in Cancun during September?	weather/find
26335	Will it snow tomorrow morning?	weather/find
26336	What is today's weather?	weather/find
26337	cancel reminder	reminder/cancel_reminder
26338	Set alarm for 7pm	alarm/set_alarm
26339	remind me to visit grandma tomorrow	reminder/set_reminder
26340	I don't need dog food, cancel reminder.	reminder/cancel_reminder
26341	Set alarm to pick up Mom at 2pm.	alarm/set_alarm
26342	Is it going to rain today?	weather/find
26343	Remove the reminders I set	reminder/cancel_reminder
26344	Remind me to buy bread at the grocery store today.	reminder/set_reminder
26345	Is it supposed to rain in Reno tomorrow	weather/find
26346	Tell me the weather for September 12th.	weather/find
26347	what is the weather for today	weather/find
26348	Set alarm 15 minutes early.	alarm/set_alarm
26349	What's the weekend forecast in my area look like? 	weather/find
26350	Set alarm for 8 am tomorrow	alarm/set_alarm
26351	Remind me to buy new shoes tomorrow	reminder/set_reminder
26352	Set alarm for 10pm tonight	alarm/set_alarm
26353	is it snowing in Flagstaff	weather/find
26354	Show me all my reminders for today.	reminder/show_reminders
26355	Set a reminder for tonight at 7pm to go to the gym.	reminder/set_reminder
26356	What time is my alarm set for on Friday	alarm/show_alarms
26357	how much time till my alarm goes off	alarm/time_left_on_alarm
26358	Do I have any alarms set for today?	alarm/show_alarms
26359	Set alarm for 3 am	alarm/set_alarm
26360	cancel the current alarm	alarm/cancel_alarm
26361	Is it going to rain today? 	weather/find
26362	set alarm for 4 am	alarm/set_alarm
26363	show all reminders	reminder/show_reminders
26364	Cancel all alarms	alarm/cancel_alarm
26365	what is the humidity today?	weather/find
26366	Remind me 1 hour prior about my doctor appointment on Thursday at 10:00a.	reminder/set_reminder
26367	What is the temperature at night?	weather/find
26368	What's the low for today?	weather/find
26369	is it going to rain on wednesday	weather/find
26370	Hottest day this week	weather/find
26371	how hot is it in Phoenix today?	weather/find
26372	Is it going to rain in the next three hours?	weather/find
26373	how cold will it be tomorrow?	weather/find
26374	Do I need an umbrella?	weather/find
26375	Set an alarm for midnight	alarm/set_alarm
26376	Is it going to rain today?	weather/find
26377	Remind me that I have a physical on Monday at 7 AM.	reminder/set_reminder
26378	Remind me to stop at my mother's house.	reminder/set_reminder
26379	Set alarm for Tuesday at 6am	alarm/set_alarm
26380	How humid is it?	weather/find
26381	Set an alarm for 4:30 am	alarm/set_alarm
26382	 Tell me the 5 day forecast	weather/find
26383	set an alarm for every other tuesday labeled garbage	alarm/set_alarm
26384	What are the chances for rain today?	weather/find
26385	how is the humidity outside	weather/find
26386	Should I bring an umbrella to work today?	weather/find
26387	is it going to be hot today?	weather/find
26388	cancel alarms	alarm/cancel_alarm
26389	Create alarms for 1PM and 2PM	alarm/set_alarm
26390	What does the weather look like for next week? 	weather/find
26391	Remind me to get ice cream at the store.	reminder/set_reminder
26392	Do I have an alarm set?	alarm/show_alarms
26393	set alarm for 9:00 am tomorrow morning	alarm/set_alarm
26394	What's the weather look like for Monday the 27th?	weather/find
26395	can i know what the high temperature for today is expected to be	weather/find
26396	When is it supposed to rain in Manila this week?	weather/find
26397	How hot is it going to get today?	weather/find
26398	How long will it snow today?	weather/find
26399	Remind me to wake up the kids at 7 tomorrow.	reminder/set_reminder
26400	Will it be windy tomorrow?	weather/find
26401	What is the weather like in Dortmund today?	weather/find
26402	remind me to buy vegetable at the grocery store tonight	reminder/set_reminder
26403	will it snow today	weather/find
26404	Cancel all my alarms for tomorrow	alarm/cancel_alarm
26405	show me morning alarms for this week	alarm/show_alarms
26406	should I take an umbrella?	weather/find
26407	what is the weather in maryland 	weather/find
26408	What will the weather be like today?	weather/find
26409	whats the temperature like	weather/find
26410	Set an alarm  for tuesday 9am	alarm/set_alarm
26411	What's the current temperature in Seattle?	weather/find
26412	is it going to storm today	weather/find
26413	What is the high temp of today?	weather/find
26414	how hot is it today	weather/find
26415	PLEASE SHOW ALL OF MY ALARMS.	alarm/show_alarms
26416	will it be warm enough for shorts	weather/find
26417	remind me to unplug phone charger in 30 minutes	reminder/set_reminder
26418	set an alarm for wednesday at 3pm	alarm/set_alarm
26419	Will it rain this weekend?	weather/find
26420	What's the weather in Celsius?	weather/find
26421	What's the high tomorrow?	weather/find
26422	Remind me about the dentist Monday at 8	reminder/set_reminder
26423	What will be the temperature at noon?	weather/find
26424	show me my alarms for today	alarm/show_alarms
26425	Set alarm for 5:30am	alarm/set_alarm
26426	show all alarms	alarm/show_alarms
26427	Is it supposed to rain tomorrow?	weather/find
26428	Remind me to take amitriptyline an hour later.	reminder/set_reminder
26429	What's the temperature for 8pm tonight?	weather/find
26430	remind me to get my oil changed	reminder/set_reminder
26431	What is the chance of rain on Thursday?	weather/find
26432	What is the temperature in Kansas City on Tuesday?	weather/find
26433	what days this week do I need an umbrella?	weather/find
26434	What's the weather like today?	weather/find
26435	Is there any ice expected this week in the forecast	weather/find
26436	When is the rain going to stop?	weather/find
26437	What is the temperature for tonight	weather/find
26438	Will it be cold this morning?	weather/find
26439	Remind me to buy more copy paper.	reminder/set_reminder
26440	remind me of my doctors appointment at noon	reminder/set_reminder
26441	What is the temperature currently in Yosemite?	weather/find
26442	What is the temperature right now?	weather/find
26443	set an alarm for 5:30 tomorrow	alarm/set_alarm
26444	snooze alarm for 1 hour	alarm/snooze_alarm
26445	Remind me to pick up cereal at the grocery store.	reminder/set_reminder
26446	Show my alarms	alarm/show_alarms
26447	what the highest temp for the next 3 days	weather/find
26448	Set alarm every 5 minutes.	alarm/set_alarm
26449	Please set my alarm every 2 hours.	alarm/set_alarm
26450	Is it going to snow tomorrow? 	weather/find
26451	is my 5 am alarm on?	alarm/show_alarms
26452	Cancel all active alarms.	alarm/cancel_alarm
26453	remind me to call my mom this afternoon	reminder/set_reminder
26454	What is the weather in Hawaii today?	weather/find
26455	Is it snowing in Park City Utah?	weather/find
26456	Remind me to bring my dog to the vet Monday morning	reminder/set_reminder
26457	any chance of precipitation for this weekend in Grand canyon?	weather/find
26458	whats the weather chances in clearwater beach tomorrow	weather/find
26459	What is the current weather in Los Angeles?	weather/find
26460	Is it raining in NYC today?	weather/find
26461	Set a reminder for Monday at 11 am for my doctors appointment.	reminder/set_reminder
26462	Remind me to buy some ketchup when I go to the store.	reminder/set_reminder
26463	How many inches of snow is predicted to fall overnight	weather/find
26464	when will the blizzard warning end	weather/find
26465	Is it humid today? 	weather/find
26466	Set up reminder for appointment	reminder/set_reminder
26467	Any rain in the forecast?	weather/find
26468	What is the low?	weather/find
26469	remind me to check my bank balance before lunch	reminder/set_reminder
26470	set an alarm every 5 minutes for 30 minutes	alarm/set_alarm
26471	how hot is it this week	weather/find
26472	set up the alarm for 5PM EST	alarm/set_alarm
26473	When is dusk today?	weather/find
26474	Remind me to run errands	reminder/set_reminder
26475	How much rain will we get tonight?	weather/find
26476	Delete my doctor's appointment reminder.	reminder/cancel_reminder
26477	Is there a storm coming 	weather/find
26478	Set alarm for every Tuesday Movie time	alarm/set_alarm
26479	Will there be any thunderstorms this week?	weather/find
26480	weather next week 	weather/find
26481	remind me to cook dinner at 6pm	reminder/set_reminder
26482	can you remind me to pick up milk	reminder/set_reminder
26483	delete all alarms	alarm/cancel_alarm
26484	is it going to be cloudy today	weather/find
26485	Is a hurricane coming?	weather/find
26486	will it snow tomorrow	weather/find
26487	Set an alarm for 7 am tomorrow morning.	alarm/set_alarm
26488	How is the weather in Toronto?	weather/find
26489	set alarm 10 am tomorrow	alarm/set_alarm
26490	Remind me on Tuesday to check my balance	reminder/set_reminder
26491	Is it going to be sunny today?	weather/find
26492	is it going to be cold today?	weather/find
26493	How cold will it get today	weather/find
26494	what is the humidity	weather/find
26495	Can you please remind me to pick up lunch at 12pm?	reminder/set_reminder
26496	any reminder?	reminder/show_reminders
26497	remind me to tell my boss of my upcoming vacation	reminder/set_reminder
26498	Repeat this current alarm everyday for the next month	alarm/modify_alarm
26499	What's the temp right now?	weather/find
26500	Do I have a reminder today?	reminder/show_reminders
26501	Do I need an umbrella?	weather/find
26502	Is it raining?	weather/find
26503	What should I expect from the weather today? 	weather/find
26504	Set alarm for 6 am tomorrow.	alarm/set_alarm
26505	when does the sun set tonight	weather/checkSunset
26506	how humid is it 	weather/find
26507	How many days this week will it snow?	weather/find
26508	How cold will it be tomorrow	weather/find
26509	remind me to pick up snacks	reminder/set_reminder
26510	delete reminder to pick up milk	reminder/cancel_reminder
26511	Are they calling for snow today?	weather/find
26512	Will it snow next week?	weather/find
26513	What is the weather today?	weather/find
26514	set alarm for 9am this week	alarm/set_alarm
26515	give me a rundown of tomorrow's weather	weather/find
26516	Will the rain be light or heavy?	weather/find
26517	Will it snow today?	weather/find
26518	What is the weather supposed to be like in oregon tomorrow	weather/find
26519	set alarm for every 5 hours	alarm/set_alarm
26520	Cancel all alarms. 	alarm/cancel_alarm
26521	how much time is left on alarm	alarm/time_left_on_alarm
26522	is there a chance of rain today?	weather/find
26523	cancel all morning alarms	alarm/cancel_alarm
26524	what temperature is it outside in Fahrenheit?	weather/find
26525	i need to stop the alarm	alarm/cancel_alarm
26526	do I need a coat today	weather/find
26527	What time will the rain begin	weather/find
26528	Remind me to go to school when I wake up.	reminder/set_reminder
26529	add reminder to stop at cvs in the morning	reminder/set_reminder
26530	Should I expect rain this week?	weather/find
26531	remind me to pick up milk	reminder/set_reminder
26532	Weather for chicago	weather/find
26533	Set a reminder to mail a package to my mom.	reminder/set_reminder
26534	do I need a sweater today	weather/find
26535	weather report for Tuesday	weather/find
26536	Remind me to get toothpaste	reminder/set_reminder
26537	What's the weather?	weather/find
26538	Set an alarm for 7pm tonight	alarm/set_alarm
26539	Set my alarm for 4 am	alarm/set_alarm
26540	Snooze the alarm for 15 minutes	alarm/snooze_alarm
26541	What is the 5 day forecast? 	weather/find
26542	Set alarm for 7 pm tomorrow	alarm/set_alarm
26543	Remind me to take the cake out of the oven in 20 minutes	reminder/set_reminder
26544	what is the current temperature in downtown Cincinnati?	weather/find
26545	Will it be icy out tomorrow	weather/find
26546	will it still be raining tonight	weather/find
26547	Is it going to be sunny this weekend?	weather/find
26548	Remind me to schedule an appointment for the vet.	reminder/set_reminder
26549	Remind me to buy milk at grocery store	reminder/set_reminder
26550	Set alarm for 6am every day this week.	alarm/set_alarm
26551	weather in phoenix, az	weather/find
26552	Is it going to be sunny on Saturday?	weather/find
26553	cancel all my alarms	alarm/cancel_alarm
26554	Set an alarm for 8pm tomorrow	alarm/set_alarm
26555	Remind me to purchase milk	reminder/set_reminder
26556	Do I need an umbrella today?	weather/find
26557	Remind me to take the dog to the vet tomorrow.	reminder/set_reminder
26558	Remind me of our dental appointment on Friday	reminder/set_reminder
26559	Turn the alarm on	alarm/set_alarm
26560	cancel 6 am alarm	alarm/cancel_alarm
26561	cancel my alarm that i set for 5:45PM	alarm/cancel_alarm
26562	What's the local heat index?	weather/find
26563	How hot is it today?	weather/find
26564	remind me at wish my friend tomorrow	reminder/set_reminder
26565	What time is my alarm set for? 	alarm/show_alarms
26566	delete alarm	alarm/cancel_alarm
26567	Should I bring an umbrella tomorrow?	weather/find
26568	Set 7 AM alarm for Thursday	alarm/set_alarm
26569	Show my reminders for tomorrow.	reminder/show_reminders
26570	is it going to be a warm weekend	weather/find
26571	remind me to work on project September 15 at 5:30am	reminder/set_reminder
26572	What's the UV index at today?	weather/find
26573	What was today's high temperature?	weather/find
26574	remind me to get eggs at Harris Teeter	reminder/set_reminder
26575	Set alarm for 6 am Sat	alarm/set_alarm
26576	set alarm for 6 am tomorrow	alarm/set_alarm
26577	should i bring a jacket	weather/find
26578	Set a bedtime reminder	reminder/set_reminder
26579	please tell me how much time is left on my alarm	alarm/time_left_on_alarm
26580	What's the weather in Raleigh at 9 AM today?	weather/find
26581	What will the temperature feel like today?	weather/find
26582	What is today's forecast?	weather/find
26583	End alarm.	alarm/cancel_alarm
26584	What are the rain chances today?	weather/find
26585	Cancel all my alarms	alarm/cancel_alarm
26586	what temperature is it going to be today?	weather/find
26587	will it be hot tomorrow	weather/find
26588	what is the temperature today	weather/find
26589	should I wear a hat	weather/find
26590	IS IT HUMID OUTSIDE?	weather/find
26591	will it rain in new york this week?	weather/find
26592	Show all alarms	alarm/show_alarms
26593	How long is this heat wave expected to last?	weather/find
26594	cancel my alarm	alarm/cancel_alarm
26595	What is the low temperature tonight?	weather/find
26596	What is the temperature in Manhattan next Monday?	weather/find
26597	Is it going to rain this weekend?	weather/find
26598	is it raining this weekend	weather/find
26599	set alarm for the same exact time tomorrow	alarm/set_alarm
26600	Will it be windy tomorrow?	weather/find
26601	Is is supposed to rain on the 24th?	weather/find
26602	Remind me to pick up my daughter at dance class at 5:45 tonight	reminder/set_reminder
26603	What will the weather be like in Texas next week	weather/find
26604	What time is my alarm on Friday	alarm/show_alarms
26605	do i have a grocery store reminder?	reminder/show_reminders
26606	How many inches of snow will we get?	weather/find
26607	Weather in West Valley City	weather/find
26608	go to reminders for next month	reminder/show_reminders
26609	Will I need my umbrella?	weather/find
26610	delete all reminders	reminder/cancel_reminder
26611	Cancel alarm for 6:10	alarm/cancel_alarm
26612	remind me of picking up milk in the morning	reminder/set_reminder
26613	What is the coldest day this week?	weather/find
26614	remind me tomorrow that I need to reserve the rental car	reminder/set_reminder
26615	What is the high temperature today for Tucson?	weather/find
26616	Will it be cold next week?	weather/find
26617	is it going to rain tomorrow	weather/find
26618	Will it rain tomorrow ?	weather/find
26619	Would I need an umbrella tonight?	weather/find
26620	What is the humidity percentage for the day today?	weather/find
26621	is it cold?	weather/find
26622	delete all alarms	alarm/cancel_alarm
26623	Set alarm for 6 pm tonight	alarm/set_alarm
26624	Set an alarm for potty time every 15 minutes	alarm/set_alarm
26625	What is the weather report?	weather/find
26626	remind me the take out the trash when I arrive at home	reminder/set_reminder
26627	is it going to rain today	weather/find
26628	remind me tonight at 9PM to pay for hotel reservation	reminder/set_reminder
26629	set my alarm to remind me of appt at 2 pm	alarm/set_alarm
26630	Delete all of my alarms.	alarm/cancel_alarm
26631	set alarm for every 3 minutes	alarm/set_alarm
26632	Will it rain on Tuesday?	weather/find
26633	I set the alarm so I wake up on time	alarm/set_alarm
26634	how many more hours are left on this current alarm	alarm/time_left_on_alarm
26635	do I need a jacket today	weather/find
26636	Show me my reminders for tomorrow	reminder/show_reminders
26637	Please set a reminder to pick up the dry cleaning on Saturday morning.	reminder/set_reminder
26638	Is the alarm set for 45 or 50 minutes?	alarm/show_alarms
26639	Is it cold today?	weather/find
26640	Set reminder for event	reminder/set_reminder
26641	how is weather today in NYC	weather/find
26642	Set alarm for 5:30 pm today	alarm/set_alarm
26643	Turn off my alarms	alarm/cancel_alarm
26644	Will it snow this evening?	weather/find
26645	how cold will it be on thursday?	weather/find
26646	What will the weather be on the 4th of July?	weather/find
26647	change the alarm to 3:30	alarm/modify_alarm
26648	Show reminders for today	reminder/show_reminders
26649	repeat reminder every 30 minutes	reminder/set_reminder
26650	What is the forecast for Lancaster, NY next week?	weather/find
26651	Tell me the weather for the next few days 	weather/find
26652	Delete the reminder for game night.	reminder/cancel_reminder
26653	remind me to call the babysitter at 3 pm	reminder/set_reminder
26654	how many minutes until my alarm goes off	alarm/time_left_on_alarm
26655	show my doctor reminder	reminder/show_reminders
26656	Cancel all reminders for this week	reminder/cancel_reminder
26657	What's the weather supposed to be like tomorrow?	weather/find
26658	Set a recurring alarm for 7:53 am every Tuesday.	alarm/set_alarm
26659	cancel 5pm reminder for meeting	reminder/cancel_reminder
26660	Cancel my doctor appointment reminder.	reminder/cancel_reminder
26661	What is tomorrow night's forecast?	weather/find
26662	is it supposed to hail in rapid city tonight?	weather/find
26663	Will it be above 80 today?	weather/find
26664	set up alarm for 6am	alarm/set_alarm
26665	Cancel all alarms	alarm/cancel_alarm
26666	What is the chance of snow tonight?	weather/find
26667	What is the chance of rain tomorrow?	weather/find
26668	is it going to rain today	weather/find
26669	Will it be cloudy?	weather/find
26670	What is the temperature in Helsinki?	weather/find
