utterance	slot_labels	intent	intent_ID	slots_ID	language
please find the earliest possible flight from boston to denver	O O O B-flight_mod O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 82 82 38 82 155	en
welche flüge hast du von dallas nach denver am siebenundzwanzigsten august am morgen	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 82 38 82 155 82 95 103 82 52	de
quel est le premier vol arrivant à montréal de toronto vendredi	O O O B-flight_mod O O O B-toloc.city_name O B-fromloc.city_name B-arrive_date.day_name	atis_flight	2	82 82 82 58 82 82 82 155 82 38 64	fr
me parler des transports terrestres à san francisco	O O O O O O B-city_name I-city_name	atis_ground_service	12	82 82 82 82 82 82 135 136	fr
welche flüge gehen von philadelphia nach san francisco über dallas	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-stoploc.city_name	atis_flight	2	82 82 82 82 38 82 155 156 82 26	de
please list information regarding san francisco airport	O O O O B-airport_name I-airport_name I-airport_name	atis_airport	10	82 82 82 82 157 158 158	en
ich hätte gerne einen direkt flug von jfk nach las vegas am zweiten märz	O O O O B-flight_stop O O B-fromloc.airport_code O B-toloc.city_name I-toloc.city_name O B-arrive_date.day_number B-arrive_date.month_name	atis_flight	2	82 82 82 82 151 82 82 66 82 155 156 82 115 125	de
bitte gib mir informationen zu bodenverkehr für denver	O O O O O O O B-city_name	atis_ground_service	12	82 82 82 82 82 82 82 135	de
list all flights leaving denver arriving in seattle on saturday that depart after 1230 pm	O O O O B-fromloc.city_name O O B-toloc.city_name O B-arrive_date.day_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time	atis_flight	2	82 82 82 82 38 82 82 155 82 64 82 82 127 137 138	en
zeige mir die flüge am dienstag von san francisco nach pittsburgh	O O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 113 82 38 39 82 155	de
muéstrame los vuelos por la mañana entre atlanta y dallas	O O O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 52 82 38 82 155	es
zeige mir bitte alle flüge von boston nach san francisco , die vor 10 uhr morgens abfliegen	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O	atis_flight	2	82 82 82 82 82 82 38 82 155 156 82 82 127 137 138 138 82	de
dame una lista de los vuelos y las horas de salida para los vuelos que salgan desde dallas fort worth hasta boston después de las 6 de la tarde	O O O O O O O O B-flight_time I-flight_time I-flight_time O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative I-depart_time.time_relative I-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time	atis_flight	2	82 82 82 82 82 82 82 82 111 112 112 82 82 82 82 82 82 38 39 39 82 155 127 128 128 137 138 138 138	es
j’ai besoin d’un vol de boston à pittsburgh .	O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 82 155 82	fr
quels vols de saint-paul à kansas city vendredi avec dîner servi	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name O B-meal_description O	atis_flight	2	82 82 82 38 82 155 156 113 82 153 82	fr
je veux un vol entre oakland et boston qui arrive avant 5 heures de l’après-midi .	O O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time I-arrive_time.time O	atis_flight	2	82 82 82 82 82 38 82 155 82 82 12 143 144 144 144 82	fr
welche fluggesellschaften fliegen nach salt lake city	O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name	atis_airline	15	82 82 82 82 155 156 156	de
show me us air fares for next sunday from miami to cleveland	O O B-airline_name I-airline_name O O B-depart_date.date_relative B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 149 150 82 82 22 113 82 38 82 155	en
show me flights on september twenty sixth please	O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O	atis_flight	2	82 82 82 82 103 95 96 82	en
busca los arreglos para un viaje de ida y vuelta desde dallas hasta pittsburgh que llegue después de las 8 de la noche antes de las 10 de la noche	O O O O O O O B-round_trip I-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative O O B-arrive_time.time I-arrive_time.time I-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O O B-arrive_time.time I-arrive_time.time I-arrive_time.time I-arrive_time.time	atis_flight	2	82 82 82 82 82 82 82 46 47 47 82 38 82 155 82 82 12 82 82 143 144 144 144 12 82 82 143 144 144 144	es
j’aimerais réserver un vol de baltimore à newark tôt le matin , le neuf avril .	O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod O B-depart_time.period_of_day O O B-depart_date.day_number B-depart_date.month_name O	atis_flight	2	82 82 82 82 82 38 82 155 109 82 52 82 82 95 103 82	fr
ich brauche einen flug von logan nach atlanta an diesem nachmittag	O O O O O B-fromloc.airport_name O B-toloc.city_name O B-depart_date.today_relative B-depart_time.period_of_day	atis_flight	2	82 82 82 82 82 99 82 155 82 83 52	de
tous les vols de boston à philadelphie qui se présentent mardi après-midi .	O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name B-depart_time.period_of_day O	atis_flight	2	82 82 82 82 38 82 155 82 82 82 113 52 82	fr
muéstrame los vuelos desde pittsburgh hasta los ángeles para el jueves por la tarde	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name O O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 38 82 155 156 82 82 113 82 82 52	es
el martes veintitrés vuelos desde filadelfia a san francisco de american airlines	O B-depart_date.day_name B-depart_date.day_number O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name	atis_flight	2	82 113 95 82 82 38 82 155 156 82 149 150	es
gibt es 4 uhr flüge von washington nach denver	O O B-depart_time.time I-depart_time.time O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 137 138 82 82 38 82 155	de
j’aimerais connaître les vols le quinze juin de long beach à columbus après 12:00 midi s’il vous plaît.	O O O O O B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O	atis_flight	2	82 82 82 82 82 95 103 82 38 39 82 155 127 137 138 82 82 82	fr
me montrer les aller-retour de houston à las vegas sans escale .	O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop I-flight_stop O	atis_flight	2	82 82 82 46 82 38 82 155 156 151 152 82	fr
zeige mir die flüge am nächsten mittwoch von phoenix nach milwaukee	O O O O O B-depart_date.date_relative B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 22 113 82 38 82 155	de
el martes , qué vuelos van desde phoenix hasta st. paul , minnesota y salen después del mediodía	O B-depart_date.day_name O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-toloc.state_name O O B-depart_time.time_relative O B-depart_time.time	atis_flight	2	82 113 82 82 82 82 82 38 82 155 156 82 36 82 82 127 82 137	es
which flights depart burbank after noon and arrive in denver by 6 pm	O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	atis_flight	2	82 82 82 38 127 137 82 82 82 155 12 143 144	en
zeige mir tarife von houston nach las vegas	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 38 82 155 156	de
me montrer tous les vols de san francisco à boston , philadelphie ou baltimore .	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-toloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 82 38 39 82 155 82 155 82 155 82	fr
welche städte werden von canadian airlines international bedient	O O O O B-airline_name I-airline_name I-airline_name O	atis_city	16	82 82 82 82 149 150 150 82	de
quels codes tarifaires couvrent les vols de philadelphie à san francisco	O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_abbreviation	14	82 82 82 82 82 82 82 38 82 155 156	fr
¿puedes decirme el último vuelo de la tarde desde atlanta hasta denver del siete de julio ?	O O O B-flight_mod O B-depart_time.period_of_day I-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number O B-depart_date.month_name O	atis_flight	2	82 82 82 58 82 52 53 53 82 38 82 155 82 95 82 103 82	es
vuelos desde miami hasta cleveland	O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 38 82 155	es
me montrer le tarif le moins cher de la base de données	O O O O B-cost_relative I-cost_relative I-cost_relative O O O O O	atis_cheapest	13	82 82 82 82 87 88 88 82 82 82 82 82	fr
qué tienes para mañana por la mañana desde pittsburgh hasta atlanta	O O O B-depart_date.today_relative O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 83 82 82 52 82 38 82 155	es
let's see how much would a direct flight from atlanta to denver be on may seventh	O O O O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number	atis_airfare	0	82 82 82 82 82 82 68 82 82 38 82 155 82 82 103 95	en
hast du einen flug von atlanta nach boston	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155	de
wie viele flüge mit united gibt es ab san francisco bitte	O O O O B-airline_name O O O B-fromloc.city_name I-fromloc.city_name O	atis_quantity	4	82 82 82 82 149 82 82 82 38 39 82	de
ich möchte zwischen boston und san francisco fliegen	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 82 38 82 155 156 82	de
list all flights from memphis to seattle	O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 38 82 155	en
show me morning flights from toronto	O O B-depart_time.period_of_day O O B-fromloc.city_name	atis_flight	2	82 82 52 82 82 38	en
what flights are there from memphis to las vegas	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155 156	en
list all united flights from boston to san francisco	O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 149 82 82 38 82 155 156	en
¿hay algún vuelo de delta desde boston hasta denver ?	O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 149 82 38 82 155 82	es
show me the cheapest one way fares from san diego to miami	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 46 47 82 82 38 39 82 155	en
montrer des vols de new york city à las vegas .	O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 82 82 38 39 39 82 155 156 82	fr
i'm in miami and i'd like to travel to las vegas on sunday	O O B-fromloc.city_name O O O O O O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name	atis_flight	2	82 82 38 82 82 82 82 82 82 155 156 82 113	en
muéstrame todos los vuelos de us air hasta pittsburgh entre las 12 y las 4 de la tarde	O O O O O B-airline_name I-airline_name O B-toloc.city_name O O B-depart_time.start_time O O B-depart_time.end_time O O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 82 149 150 82 155 82 82 131 82 82 0 82 82 52	es
welche flüge fliegen nächsten dienstag von boston nach atlanta	O O O B-depart_date.date_relative B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 22 113 82 38 82 155	de
que signifie la restriction ap 80	O O O O B-restriction_code I-restriction_code	atis_abbreviation	14	82 82 82 82 117 118	fr
j’aimerais voler de denver à boston mercredi vingt et un .	O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number O	atis_flight	2	82 82 82 38 82 155 113 95 96 96 82	fr
j’aimerais un vol de burbank à tacoma dans l’état de washington .	O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.state_name O	atis_flight	2	82 82 82 82 38 82 155 82 82 82 36 82	fr
y a-t-il des transports terrestres de l’aéroport de denver au centre-ville	O O O O O O O O B-fromloc.city_name O O	atis_ground_service	12	82 82 82 82 82 82 82 82 38 82 82	fr
me montrer les vols de boston à san francisco s’arrêtant à dallas sur american airlines .	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O B-airline_name I-airline_name O	atis_flight	2	82 82 82 82 82 38 82 155 156 82 82 26 82 149 150 82	fr
is there a flight around 3 pm from charlotte to minneapolis	O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 127 137 138 82 38 82 155	en
welcher flugzeugtyp ist flug ua 270 von denver nach philadelphia	O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name	atis_aircraft	7	82 82 82 82 91 2 82 38 82 155	de
welcher bodenverkehr ist in san francisco verfügbar	O O O O B-city_name I-city_name O	atis_ground_service	12	82 82 82 82 135 136 82	de
für welche fluglinie steht hp	O O O O B-airline_code	atis_airline	15	82 82 82 82 91	de
me montrer les vols d’ atlanta à philadelphie .	O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 82 155 82	fr
me montrer tous les vols au départ de boston le vingt juin qui ont une classe affaires .	O O O O O O O O B-fromloc.city_name O B-depart_date.day_number B-depart_date.month_name O O O B-class_type I-class_type O	atis_flight	2	82 82 82 82 82 82 82 82 38 82 95 103 82 82 82 24 25 82	fr
define la aerolínea ua	O O O B-airline_code	atis_abbreviation	14	82 82 82 91	es
lister tous les vols continental partant de denver et arrivant à chicago lundi avant midi .	O O O O B-airline_name O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time O	atis_flight	2	82 82 82 82 149 82 82 38 82 82 82 155 64 12 143 82	fr
i need a flight from cincinnati to san jose leaving after 6 in the evening	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 82 38 82 155 156 82 127 137 82 82 52	en
bitte zeige alle flüge zwischen boston und philadelphia an, die an sonntagen fliegen	O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name O	atis_flight	2	82 82 82 82 82 38 82 155 82 82 82 113 82	de
dime el último vuelo de mañana de american airlines desde milwaukee hasta tacoma	O O B-flight_mod O O B-depart_date.today_relative O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 58 82 82 83 82 149 150 82 38 82 155	es
what does s designate as a meal	O O B-meal_code O O O B-meal	atis_abbreviation	14	82 82 129 82 82 82 6	en
pouvez-vous me montrer les billets en classe économique , vols de baltimore à dallas	O O O O O O B-economy I-economy O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 10 11 82 82 82 38 82 155	fr
welche fluglinien fliegen von boston nach atlanta	O O O O B-fromloc.city_name O B-toloc.city_name	atis_airline	15	82 82 82 82 38 82 155	de
muéstrame los vuelos por la tarde desde atlanta hasta boston	O O O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 52 82 38 82 155	es
gibt es bodenverkehr in dallas vom dallas airport in das zentrum von dallas	O O O O B-city_name O B-fromloc.airport_name I-fromloc.airport_name O O O O B-toloc.city_name	atis_ground_service	12	82 82 82 82 135 82 99 100 82 82 82 82 155	de
j’aimerais planifier un vol sur american airlines de philadelphie à san francisco qui fait un arrêt à denver .	O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name O	atis_flight	2	82 82 82 82 82 149 150 82 38 82 155 156 82 82 82 82 82 26 82	fr
show me the flights from baltimore to atlanta	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155	en
muéstrame todos los vuelos con las tarifas desde pittsburgh hasta san francisco	O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 82 38 82 155 156	es
can you give me a list of the flights from atlanta to boston	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 82 82 82 38 82 155	en
quels vols partent de pittsburgh après 5 heures du soir jeudi et arrivent à los angeles	O O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.day_name O O O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 38 127 137 138 138 138 113 82 82 82 155 156	fr
muéstrame el primer vuelo desde boston hasta san francisco	O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 58 82 82 38 82 155 156	es
muéstrame los vuelos desde dallas hasta baltimore de nivel económico	O O O O B-fromloc.city_name O B-toloc.city_name O O B-economy	atis_flight	2	82 82 82 82 38 82 155 82 82 10	es
show me the flights from denver to baltimore or washington dc that arrive before or around noon	O O O O O B-fromloc.city_name O B-toloc.city_name B-or B-toloc.city_name B-toloc.state_code O O B-arrive_time.time_relative B-or B-arrive_time.time_relative B-arrive_time.time	atis_flight	2	82 82 82 82 82 38 82 155 147 155 93 82 82 12 147 12 143	en
gib mir flüge, die aus atlanta , denver und pittsburgh in baltimore ankommen	O O O O O B-fromloc.city_name O B-fromloc.city_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 82 38 82 38 82 155 82	de
qué vuelos hay desde dallas hasta pittsburgh para el lunes a la mañana	O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 38 82 155 82 82 113 82 82 52	es
zeige mir american airlines von milwaukee nach phoenix am samstag und sonntag	O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name	atis_flight	2	82 82 149 150 82 38 82 155 82 113 82 113	de
what is the latest flight in the day from baltimore to atlanta	O O O B-flight_mod O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 82 82 82 82 38 82 155	en
muéstrame los vuelos desde dallas hasta san francisco para el miércoles	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name	atis_flight	2	82 82 82 82 38 82 155 156 82 82 113	es
j’aimerais un horaire des vols de san francisco à boston mercredi	O O B-flight_time O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.day_name	atis_flight_time	11	82 82 111 82 82 82 38 39 82 155 113	fr
¿hay algún vuelo por la tarde desde filadelfia que llegue por la noche a denver ?	O O O O O B-depart_time.period_of_day O B-fromloc.city_name O O O O B-arrive_time.period_of_day O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 52 82 38 82 82 82 82 80 82 155 82	es
ich möchte bitte einen flug mit american von toronto nach san diego mit zwischenstopp in denver	O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name	atis_flight	2	82 82 82 82 82 82 149 82 38 82 155 156 82 82 82 26	de
ich hätte gern informationen zu flügen von dallas, fort worth nach atlanta am mittwoch morgen	O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day	atis_flight	2	82 82 82 82 82 82 82 38 39 39 82 155 82 113 52	de
ok, ich hätte gerne einen flug mit us air von indianapolis nach san diego am nachmittag . was ist verfügbar	O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day O O O O	atis_flight	2	82 82 82 82 82 82 82 149 150 82 38 82 155 156 82 52 82 82 82 82	de
was ist der späteste flug, der washington nach denver verlässt	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 58 82 82 38 82 155 82	de
me montrer des vols de pittsburgh à philadelphie .	O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 82 155 82	fr
zeige mir bodenverkehr für pittsburgh	O O O O B-city_name	atis_ground_service	12	82 82 82 82 135	de
cuántos vuelos tiene cada aerolínea con clase de reserva k	O O O O O O O O O B-fare_basis_code	atis_quantity	4	82 82 82 82 82 82 82 82 82 78	es
también me interesa un vuelo que vaya desde saint louis hasta las vegas	O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 82 38 39 82 155 156	es
wie viele flüge hat jede fluglinie in der buchungsklasse k	O O O O O O O O O B-fare_basis_code	atis_quantity	4	82 82 82 82 82 82 82 82 82 78	de
ich möchte gerne von atlanta nach boston fliegen und um 5 uhr nachmittags in boston ankommen	O O O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-toloc.city_name O	atis_flight	2	82 82 82 82 38 82 155 82 82 82 143 144 144 82 155 82	de
zeige mir alle flüge, die von anderen flughäfen am love field ankommen	O O O O O O O O O B-toloc.airport_name I-toloc.airport_name O	atis_flight	2	82 82 82 82 82 82 82 82 82 16 17 82	de
me parler des vols de toronto à salt lake city partant de toronto entre 5 heures 30 et 7 heures du soir .	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-fromloc.city_name O B-depart_time.start_time I-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time I-depart_time.end_time I-depart_time.end_time O	atis_flight	2	82 82 82 82 82 38 82 155 156 156 82 82 38 82 131 132 132 82 0 1 1 1 82	fr
preise für hin- und rück flüge von baltimore nach philadelphia unter 1.000 dollar	O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	atis_airfare	0	82 82 46 47 47 82 82 38 82 155 87 48 49	de
what are all flights from philadelphia to denver on wednesdays	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	atis_flight	2	82 82 82 82 82 38 82 155 82 113	en
me montrer une liste des vols de boston à dc arrivant avant 9 heures du matin le vingt-deux juillet .	O O O O O O O B-fromloc.city_name O B-toloc.state_code O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_number B-arrive_date.month_name O	atis_flight	2	82 82 82 82 82 82 82 38 82 93 82 12 143 144 144 144 82 115 125 82	fr
please list flights from philadelphia to dallas stopping in atlanta	O O O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name	atis_flight	2	82 82 82 82 38 82 155 82 82 26	en
quiero un vuelo desde boston hasta san francisco para el diecisiete de agosto	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_number O B-depart_date.month_name	atis_flight	2	82 82 82 82 38 82 155 156 82 82 95 82 103	es
définir la compagnie aérienne hp	O O O O B-airline_code	atis_airline	15	82 82 82 82 91	fr
please list fares for all the flights from atlanta to philadelphia on august the first	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name O B-depart_date.day_number	atis_airfare	0	82 82 82 82 82 82 82 82 38 82 155 82 103 82 95	en
from atlanta to washington dc	O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code	atis_flight	2	82 38 82 155 93	en
was kostet ein hin- und rück flug mit einem erste-klasse -ticket von boston nach san francisco	O O O B-round_trip I-round_trip I-round_trip O O O B-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 46 47 47 82 82 82 24 82 82 38 82 155 156	de
are there any direct flights from atlanta to philadelphia arriving in philadelphia about 12 noon	O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	atis_flight	2	82 82 82 68 82 82 38 82 155 82 82 155 12 143 144	en
what does fare code m mean	O O O O B-fare_basis_code O	atis_abbreviation	14	82 82 82 82 78 82	en
j’ai besoin d’un vol tôt de dallas à houston .	O O O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 58 82 38 82 155 82	fr
qué aerolíneas están representadas en la base de datos	O O O O O O O O O	atis_airline	15	82 82 82 82 82 82 82 82 82	es
j’ai besoin d’une liste des vols de saint-pétersbourg en floride à tacoma dans l’état de washington partant demain et j’aimerais faire une escale à milwaukee s’il vous plaît.	O O O O O O O B-fromloc.city_name O B-fromloc.state_name O B-toloc.city_name O O O B-toloc.state_name O B-depart_date.today_relative O O O O O O B-stoploc.city_name O O O	atis_flight	2	82 82 82 82 82 82 82 38 82 28 82 155 82 82 82 36 82 83 82 82 82 82 82 82 26 82 82 82	fr
d’accord pour l’instant, j’aimerais obtenir des informations sur un vol le vingt-sept avril de pittsburgh à atlanta partant tôt le matin vers 8 heures .	O O O O O O O O O O O B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_mod O B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time O	atis_flight	2	82 82 82 82 82 82 82 82 82 82 82 95 103 82 38 82 155 82 109 82 52 127 137 138 82	fr
quel est le tarif de philadelphia à pittsburgh en classe affaires en aller simple	O O O O O B-fromloc.city_name O B-toloc.city_name O B-class_type I-class_type O B-round_trip I-round_trip	atis_airfare	0	82 82 82 82 82 38 82 155 82 24 25 82 46 47	fr
zeige mir die preise für alle flüge von atlanta nach washington dc	O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code	atis_airfare	0	82 82 82 82 82 82 82 82 38 82 155 93	de
quel est le dernier vol de philadelphie à boston	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 82 38 82 155	fr
quel vol sans escale d’ atlanta à oakland part dans l’ après-midi et arrive à 5 heures du soir	O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.period_of_day O O O B-arrive_time.time I-arrive_time.time I-arrive_time.time I-arrive_time.time	atis_flight	2	82 82 151 152 82 38 82 155 82 82 82 80 82 82 82 143 144 144 144	fr
what kind of ground transportation is there once i get to dallas	O O O O O O O O O O O B-city_name	atis_ground_service	12	82 82 82 82 82 82 82 82 82 82 82 135	en
ich möchte einen flug von san diego nach toronto buchen	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 39 82 155 82	de
philadelphia to boston monday	B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name	atis_flight	2	38 82 155 113	en
quiero volar desde boston hasta denver con escala en filadelfia	O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name	atis_flight	2	82 82 82 38 82 155 82 82 82 26	es
what is the cost of flight dl 106 from philadelphia to boston	O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 91 2 82 38 82 155	en
cuál es el primer vuelo de american airlines que salga desde filadelfia hasta dallas	O O O B-flight_mod O O B-airline_name I-airline_name O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 82 149 150 82 82 82 38 82 155	es
